Cardinals, assets/markers/cardinals_marker.png
Falcons, assets/markers/falcons_marker.png
Ravens, assets/markers/ravens_marker.png
Bills, assets/markers/bills_marker.png
Panthers, assets/markers/panthers_marker.png
Bears, assets/markers/bears.png
Bengals, assets/markers/bengals_marker.png
Browns, assets/markers/browns_marker.png
Cowboys, assets/markers/cowboys_marker.png
Broncos, assets/markers/broncos_marker.png
Lions, assets/markers/lions_marker.png
Packers, assets/markers/packers_marker.png
Texans, assets/markers/texans_marker.png
Colts, assets/markers/colts_marker.png
Jaguars, assets/markers/jaguars_marker.png
Chiefs, assets/markers/chiefs_marker.png
Dolphins, assets/markers/dolphins_marker.png
Vikings, assets/markers/vikings_marker.png
Patriots, assets/markers/patriots_marker.png
Saints, assets/markers/saints_marker.png
Giants, assets/markers/giants_marker.png
Jets, assets/markers/jets_marker.png
Raiders, assets/markers/raiders_marker.png
Eagles, assets/markers/eagles_marker.png
Steelers, assets/markers/steelers_marker.png
Chargers, assets/markers/chargers_marker.png
49ers, assets/markers/49ers_marker.png
Seahawks, assets/markers/seahawks_marker.png
Rams, assets/markers/rams_marker.png
Buccaneers, assets/markers/buccaneers_marker.png
Titans, assets/markers/titans_marker.png
Redskins, assets/markers/redskins_marker.png